event_id,event_type,event_subtype,status,location_id,location_name,country,start_date,end_date,duration_days,total_precipitation_mm,maximum_daily_precipitation_mm,maximum_temperature_c,minimum_temperature_c,maximum_wind_speed_kmh,maximum_wind_gusts_kmh,rolling_precipitation_mm,lookback_days,critical_window_start,critical_window_end,critical_rolling_precipitation_mm,percentile_threshold,absolute_threshold,severity_score,severity_score_raw,severity_percentile,related_rainfall_event_id,related_wind_event_id,derivation_method,source_date_start,source_date_end,source_dataset,inferred,caveat
drought_aa3d21542051,Drought,meteorological_drought_indicator,derived_indicator,af_herat,Herat,Afghanistan,2021-01-30,2021-02-19,21,1.2000000000000002,0.8,26.2,-2.0,27.9,50.0,1.0,30.0,2021-01-01,2021-01-30,1.0,13.100000000000009,,13.1,13.1,0.743363,,,30-day rolling precipitation <= location-month 10th percentile for configured consecutive days,2021-01-01,2021-01-30,data/processed/daily_weather.csv,True,Meteorological drought indicator from rolling precipitation only; not an officially confirmed drought disaster.
flood_2c85f3de42ab,Flood,inferred_flood_risk,inferred_candidate,ir_mashhad,Mashhad,Iran,2025-12-19,2025-12-19,1,9.7,9.7,0.2,-1.8,11.6,23.8,27.499999999999996,3.0,2025-12-17,2025-12-19,27.499999999999996,20.714000000000002,,1.3276,1.3276,0.906863,,,3-day rolling precipitation >= location-month 99th percentile,2025-12-17,2025-12-19,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_f48d35345058,Flood,inferred_flood_risk,inferred_candidate,ir_zahedan,Zahedan,Iran,2021-05-03,2021-05-03,1,5.8,5.8,23.5,14.5,26.2,52.6,7.4,3.0,2021-05-01,2021-05-03,7.4,6.914000000000008,,1.0703,1.0703,0.392157,,,3-day rolling precipitation >= location-month 99th percentile,2021-05-01,2021-05-03,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_b5dc8d0fa8dc,Flood,inferred_flood_risk,inferred_candidate,ir_zahedan,Zahedan,Iran,2021-05-05,2021-05-05,1,2.0,2.0,24.1,12.8,34.4,56.9,7.800000000000001,3.0,2021-05-03,2021-05-05,7.800000000000001,6.914000000000008,,1.1281,1.1281,0.568627,,,3-day rolling precipitation >= location-month 99th percentile,2021-05-03,2021-05-05,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_844e822a1214,Flood,inferred_flood_risk,inferred_candidate,ir_zahedan,Zahedan,Iran,2022-07-27,2022-07-28,2,2.6999999999999997,2.4,32.8,22.1,19.1,37.4,10.500000000000002,3.0,2022-07-26,2022-07-28,10.500000000000002,7.938000000000004,,1.3228,1.3228,0.895425,,,3-day rolling precipitation >= location-month 99th percentile,2022-07-26,2022-07-28,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_b8570a2b6e4c,Flood,inferred_flood_risk,inferred_candidate,ir_zahedan,Zahedan,Iran,2023-01-11,2023-01-12,2,0.5,0.5,6.2,-6.6,24.5,39.6,14.500000000000002,3.0,2023-01-09,2023-01-11,14.500000000000002,14.239999999999997,,1.0183,1.0183,0.19281,,,3-day rolling precipitation >= location-month 99th percentile,2023-01-09,2023-01-11,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_8c5481910fc2,Flood,inferred_flood_risk,inferred_candidate,ir_zahedan,Zahedan,Iran,2023-02-28,2023-03-02,3,20.000000000000004,16.3,17.2,6.2,18.1,31.0,20.000000000000004,3.0,2023-02-28,2023-03-02,20.000000000000004,15.954000000000043,,1.2536,1.2536,0.802288,,,3-day rolling precipitation >= location-month 99th percentile,2023-02-28,2023-03-02,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_93eaf3162f94,Flood,inferred_flood_risk,inferred_candidate,ir_zahedan,Zahedan,Iran,2023-06-17,2023-06-19,3,1.1,1.1,39.7,23.5,29.3,47.9,1.1000000000000036,3.0,2023-06-15,2023-06-17,1.1000000000000036,1.1000000000000036,,1.0,1.0,0.042484,,,3-day rolling precipitation >= location-month 99th percentile,2023-06-15,2023-06-17,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_bcc48ba60408,Flood,inferred_flood_risk,inferred_candidate,ir_zahedan,Zahedan,Iran,2023-10-27,2023-10-29,3,2.5,2.5,25.7,12.2,29.2,44.6,2.5000000000000036,3.0,2023-10-25,2023-10-27,2.5000000000000036,2.5000000000000036,,1.0,1.0,0.042484,,,3-day rolling precipitation >= location-month 99th percentile,2023-10-25,2023-10-27,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_5270cabe53b2,Flood,inferred_flood_risk,inferred_candidate,ir_zahedan,Zahedan,Iran,2023-11-25,2023-11-27,3,3.9,3.9,18.3,5.8,22.9,38.5,3.9000000000000035,3.0,2023-11-23,2023-11-25,3.9000000000000035,3.9000000000000035,,1.0,1.0,0.042484,,,3-day rolling precipitation >= location-month 99th percentile,2023-11-23,2023-11-25,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_3a26d8a185bc,Flood,inferred_flood_risk,inferred_candidate,ir_zahedan,Zahedan,Iran,2024-02-29,2024-02-29,1,2.3,2.3,7.9,-0.3,28.7,45.0,12.700000000000003,3.0,2024-02-27,2024-02-29,12.700000000000003,12.219999999999997,,1.0393,1.0393,0.281046,,,3-day rolling precipitation >= location-month 99th percentile,2024-02-27,2024-02-29,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_94a680bf452e,Flood,inferred_flood_risk,inferred_candidate,ir_zahedan,Zahedan,Iran,2024-04-18,2024-04-19,2,10.0,10.0,19.1,8.8,21.2,34.6,45.10000000000001,3.0,2024-04-16,2024-04-18,45.10000000000001,36.93599999999997,,1.221,1.221,0.74183,,,3-day rolling precipitation >= location-month 99th percentile,2024-04-16,2024-04-18,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_aef43540798d,Flood,inferred_flood_risk,inferred_candidate,ir_zahedan,Zahedan,Iran,2024-09-15,2024-09-17,3,0.5,0.5,33.2,18.8,26.9,46.8,0.5000000000000036,3.0,2024-09-13,2024-09-15,0.5000000000000036,0.5000000000000036,,1.0,1.0,0.042484,,,3-day rolling precipitation >= location-month 99th percentile,2024-09-13,2024-09-15,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_95635a017682,Flood,inferred_flood_risk,inferred_candidate,ir_zahedan,Zahedan,Iran,2025-12-19,2025-12-20,2,11.9,11.4,12.5,4.9,34.6,61.9,19.100000000000005,3.0,2025-12-17,2025-12-19,19.100000000000005,16.048000000000034,,1.1902,1.1902,0.70915,,,3-day rolling precipitation >= location-month 99th percentile,2025-12-17,2025-12-19,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_c7da2ce5650c,Flood,inferred_flood_risk,inferred_candidate,pk_gilgit,Gilgit,Pakistan,2021-07-21,2021-07-21,1,24.1,24.1,22.4,19.1,4.0,40.0,65.7,3.0,2021-07-19,2021-07-21,65.7,65.592,,1.0016,1.0016,0.088235,,,3-day rolling precipitation >= location-month 99th percentile,2021-07-19,2021-07-21,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_250ff95af809,Flood,inferred_flood_risk,inferred_candidate,pk_gilgit,Gilgit,Pakistan,2022-04-22,2022-04-22,1,13.4,13.4,15.5,10.9,5.4,33.5,97.8,3.0,2022-04-20,2022-04-22,97.8,89.63299999999994,,1.0911,1.0911,0.473856,,,3-day rolling precipitation >= location-month 99th percentile,2022-04-20,2022-04-22,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_e68523ae0c64,Flood,inferred_flood_risk,inferred_candidate,pk_gilgit,Gilgit,Pakistan,2022-05-05,2022-05-06,2,34.4,18.0,20.3,10.4,7.1,37.1,113.5,3.0,2022-05-04,2022-05-06,113.5,93.58000000000014,,1.2129,1.2129,0.728758,,,3-day rolling precipitation >= location-month 99th percentile,2022-05-04,2022-05-06,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_79e45e4d9937,Flood,inferred_flood_risk,inferred_candidate,pk_gilgit,Gilgit,Pakistan,2022-06-22,2022-06-23,2,81.5,81.0,25.0,10.3,7.7,46.1,122.30000000000001,3.0,2022-06-20,2022-06-22,122.30000000000001,108.08799999999975,,1.1315,1.1315,0.588235,,,3-day rolling precipitation >= location-month 99th percentile,2022-06-20,2022-06-22,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_582ccbc0702a,Flood,inferred_flood_risk,inferred_candidate,pk_gilgit,Gilgit,Pakistan,2022-07-31,2022-07-31,1,44.2,44.2,24.1,18.9,5.5,39.2,67.60000000000001,3.0,2022-07-29,2022-07-31,67.60000000000001,65.592,,1.0306,1.0306,0.248366,,,3-day rolling precipitation >= location-month 99th percentile,2022-07-29,2022-07-31,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_41cf528f82e5,Flood,inferred_flood_risk,inferred_candidate,pk_gilgit,Gilgit,Pakistan,2022-11-01,2022-11-02,2,22.4,21.9,14.0,7.3,6.9,33.1,29.799999999999997,3.0,2022-10-31,2022-11-02,29.799999999999997,28.27099999999998,,1.0541,1.0541,0.366013,,,3-day rolling precipitation >= location-month 99th percentile,2022-10-31,2022-11-02,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_159d8db9d7dc,Flood,inferred_flood_risk,inferred_candidate,pk_gilgit,Gilgit,Pakistan,2022-12-12,2022-12-13,2,52.2,33.5,11.9,4.7,6.4,42.1,91.1,3.0,2022-12-10,2022-12-12,91.1,67.41400000000013,,1.3514,1.3514,0.921569,,,3-day rolling precipitation >= location-month 99th percentile,2022-12-10,2022-12-12,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_10bc25f90f92,Flood,inferred_flood_risk,inferred_candidate,pk_gilgit,Gilgit,Pakistan,2023-01-25,2023-01-26,2,75.89999999999999,69.1,6.1,0.2,7.4,48.2,155.10000000000002,3.0,2023-01-23,2023-01-25,155.10000000000002,111.83599999999997,,1.3869,1.3869,0.928105,,,3-day rolling precipitation >= location-month 99th percentile,2023-01-23,2023-01-25,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_053da2f92bcb,Flood,inferred_flood_risk,inferred_candidate,pk_gilgit,Gilgit,Pakistan,2023-02-01,2023-02-01,1,0.0,0.0,7.0,2.3,4.6,37.1,71.60000000000001,3.0,2023-01-30,2023-02-01,71.60000000000001,71.0,,1.0085,1.0085,0.147059,,,3-day rolling precipitation >= location-month 99th percentile,2023-01-30,2023-02-01,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_d899d74e47d3,Flood,inferred_flood_risk,inferred_candidate,pk_gilgit,Gilgit,Pakistan,2023-02-11,2023-02-11,1,12.6,12.6,5.0,1.7,6.5,44.6,79.10000000000001,3.0,2023-02-09,2023-02-11,79.10000000000001,71.0,,1.1141,1.1141,0.51634,,,3-day rolling precipitation >= location-month 99th percentile,2023-02-09,2023-02-11,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_9a3674732a36,Flood,inferred_flood_risk,inferred_candidate,pk_gilgit,Gilgit,Pakistan,2023-10-17,2023-10-17,1,35.5,35.5,12.0,7.0,4.1,25.2,70.30000000000001,3.0,2023-10-15,2023-10-17,70.30000000000001,70.13800000000002,,1.0023,1.0023,0.099673,,,3-day rolling precipitation >= location-month 99th percentile,2023-10-15,2023-10-17,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_118f4197e1f2,Flood,inferred_flood_risk,inferred_candidate,pk_gilgit,Gilgit,Pakistan,2024-03-02,2024-03-03,2,71.5,62.0,10.1,1.1,7.9,50.8,87.80000000000001,3.0,2024-03-01,2024-03-03,87.80000000000001,77.00400000000003,,1.1402,1.1402,0.607843,,,3-day rolling precipitation >= location-month 99th percentile,2024-03-01,2024-03-03,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_0b1d1c4948b1,Flood,inferred_flood_risk,inferred_candidate,pk_gilgit,Gilgit,Pakistan,2024-04-29,2024-04-29,1,40.6,40.6,12.3,5.9,7.3,36.0,93.70000000000002,3.0,2024-04-27,2024-04-29,93.70000000000002,89.63299999999994,,1.0454,1.0454,0.339869,,,3-day rolling precipitation >= location-month 99th percentile,2024-04-27,2024-04-29,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_7a87495099ce,Flood,inferred_flood_risk,inferred_candidate,pk_gilgit,Gilgit,Pakistan,2024-09-02,2024-09-03,2,72.9,50.3,24.7,18.4,5.8,32.4,85.70000000000002,3.0,2024-09-01,2024-09-03,85.70000000000002,82.13399999999997,,1.0434,1.0434,0.321895,,,3-day rolling precipitation >= location-month 99th percentile,2024-09-01,2024-09-03,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_bf5f39f0c304,Flood,inferred_flood_risk,inferred_candidate,pk_gilgit,Gilgit,Pakistan,2025-08-15,2025-08-16,2,88.0,78.7,34.4,20.5,6.9,36.4,100.60000000000001,3.0,2025-08-14,2025-08-16,100.60000000000001,89.89600000000003,,1.1191,1.1191,0.539216,,,3-day rolling precipitation >= location-month 99th percentile,2025-08-14,2025-08-16,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_28bcd783ad2b,Flood,inferred_flood_risk,inferred_candidate,pk_gilgit,Gilgit,Pakistan,2025-10-06,2025-10-06,1,46.1,46.1,11.2,7.3,3.1,24.1,92.10000000000002,3.0,2025-10-04,2025-10-06,92.10000000000002,70.13800000000002,,1.3131,1.3131,0.885621,,,3-day rolling precipitation >= location-month 99th percentile,2025-10-04,2025-10-06,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_76742fec1e2e,Flood,inferred_flood_risk,inferred_candidate,pk_islamabad,Islamabad,Pakistan,2021-09-09,2021-09-10,2,9.6,5.7,29.6,23.4,15.5,28.8,76.69999999999997,3.0,2021-09-08,2021-09-10,76.69999999999997,73.15599999999993,,1.0484,1.0484,0.356209,,,3-day rolling precipitation >= location-month 99th percentile,2021-09-08,2021-09-10,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_47d92c6099f1,Flood,inferred_flood_risk,inferred_candidate,pk_islamabad,Islamabad,Pakistan,2022-01-07,2022-01-08,2,69.5,43.2,12.2,5.8,32.8,57.2,75.69999999999999,3.0,2022-01-05,2022-01-07,75.69999999999999,70.17199999999997,,1.0788,1.0788,0.437908,,,3-day rolling precipitation >= location-month 99th percentile,2022-01-05,2022-01-07,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_1114e7b99006,Flood,inferred_flood_risk,inferred_candidate,pk_islamabad,Islamabad,Pakistan,2022-02-25,2022-02-25,1,14.4,14.4,14.4,8.1,18.5,35.6,51.69999999999999,3.0,2022-02-23,2022-02-25,51.69999999999999,51.579999999999984,,1.0023,1.0023,0.099673,,,3-day rolling precipitation >= location-month 99th percentile,2022-02-23,2022-02-25,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_11a86d8a29f0,Flood,inferred_flood_risk,inferred_candidate,pk_islamabad,Islamabad,Pakistan,2023-05-02,2023-05-02,1,8.4,8.4,22.8,16.6,14.5,24.8,24.899999999999984,3.0,2023-04-30,2023-05-02,24.899999999999984,24.845999999999986,,1.0022,1.0022,0.094771,,,3-day rolling precipitation >= location-month 99th percentile,2023-04-30,2023-05-02,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_e3bf85e6b2a5,Flood,inferred_flood_risk,inferred_candidate,pk_islamabad,Islamabad,Pakistan,2023-05-26,2023-05-26,1,16.2,16.2,26.2,19.2,20.5,35.6,29.19999999999998,3.0,2023-05-24,2023-05-26,29.19999999999998,24.845999999999986,,1.1752,1.1752,0.663399,,,3-day rolling precipitation >= location-month 99th percentile,2023-05-24,2023-05-26,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_8e1a478081f0,Flood,inferred_flood_risk,inferred_candidate,pk_islamabad,Islamabad,Pakistan,2023-10-17,2023-10-18,2,22.0,22.0,23.4,13.3,13.0,27.0,44.49999999999998,3.0,2023-10-15,2023-10-17,44.49999999999998,39.316000000000045,,1.1319,1.1319,0.591503,,,3-day rolling precipitation >= location-month 99th percentile,2023-10-15,2023-10-17,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_20205f0bca65,Flood,inferred_flood_risk,inferred_candidate,pk_islamabad,Islamabad,Pakistan,2023-11-10,2023-11-11,2,19.9,19.9,21.7,11.2,15.8,30.2,37.99999999999997,3.0,2023-11-08,2023-11-10,37.99999999999997,33.76799999999992,,1.1253,1.1253,0.558824,,,3-day rolling precipitation >= location-month 99th percentile,2023-11-08,2023-11-10,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_1a255001ca1b,Flood,inferred_flood_risk,inferred_candidate,pk_islamabad,Islamabad,Pakistan,2024-02-20,2024-02-20,1,5.2,5.2,15.2,6.2,14.7,29.5,56.59999999999998,3.0,2024-02-18,2024-02-20,56.59999999999998,51.579999999999984,,1.0973,1.0973,0.490196,,,3-day rolling precipitation >= location-month 99th percentile,2024-02-18,2024-02-20,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_ffd50110e64a,Flood,inferred_flood_risk,inferred_candidate,pk_islamabad,Islamabad,Pakistan,2024-03-03,2024-03-04,2,26.3,26.2,15.2,4.4,18.4,44.3,97.59999999999998,3.0,2024-03-01,2024-03-03,97.59999999999998,73.60800000000002,,1.3259,1.3259,0.898693,,,3-day rolling precipitation >= location-month 99th percentile,2024-03-01,2024-03-03,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_bc488de29d68,Flood,inferred_flood_risk,inferred_candidate,pk_islamabad,Islamabad,Pakistan,2024-04-19,2024-04-20,2,35.1,33.2,24.9,14.6,25.0,51.1,54.799999999999976,3.0,2024-04-18,2024-04-20,54.799999999999976,50.54799999999994,,1.0841,1.0841,0.454248,,,3-day rolling precipitation >= location-month 99th percentile,2024-04-18,2024-04-20,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_54b49f458e91,Flood,inferred_flood_risk,inferred_candidate,pk_islamabad,Islamabad,Pakistan,2024-08-03,2024-08-03,1,1.5,1.5,32.3,25.2,17.0,29.9,88.19999999999999,3.0,2024-08-01,2024-08-03,88.19999999999999,87.39,,1.0093,1.0093,0.160131,,,3-day rolling precipitation >= location-month 99th percentile,2024-08-01,2024-08-03,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_ea1c653fd7e1,Flood,inferred_flood_risk,inferred_candidate,pk_islamabad,Islamabad,Pakistan,2025-06-27,2025-06-27,1,0.5,0.5,32.9,25.1,13.9,29.9,39.89999999999997,3.0,2025-06-25,2025-06-27,39.89999999999997,39.654999999999966,,1.0062,1.0062,0.120915,,,3-day rolling precipitation >= location-month 99th percentile,2025-06-25,2025-06-27,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_4cb63330700a,Flood,inferred_flood_risk,inferred_candidate,pk_islamabad,Islamabad,Pakistan,2025-06-30,2025-06-30,1,21.5,21.5,33.9,23.7,13.0,28.1,44.89999999999997,3.0,2025-06-28,2025-06-30,44.89999999999997,39.654999999999966,,1.1323,1.1323,0.594771,,,3-day rolling precipitation >= location-month 99th percentile,2025-06-28,2025-06-30,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_beaace9ff9f5,Flood,inferred_flood_risk,inferred_candidate,pk_islamabad,Islamabad,Pakistan,2025-07-17,2025-07-18,2,68.5,68.2,32.0,23.2,16.7,40.0,126.19999999999997,3.0,2025-07-15,2025-07-17,126.19999999999997,106.43600000000022,,1.1857,1.1857,0.689542,,,3-day rolling precipitation >= location-month 99th percentile,2025-07-15,2025-07-17,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_1834e7860b1e,Flood,inferred_flood_risk,inferred_candidate,pk_islamabad,Islamabad,Pakistan,2025-08-18,2025-08-18,1,50.2,50.2,27.5,23.0,11.7,32.0,103.89999999999996,3.0,2025-08-16,2025-08-18,103.89999999999996,87.39,,1.1889,1.1889,0.705882,,,3-day rolling precipitation >= location-month 99th percentile,2025-08-16,2025-08-18,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_4dc1ab4e228e,Flood,inferred_flood_risk,inferred_candidate,pk_islamabad,Islamabad,Pakistan,2025-12-22,2025-12-23,2,23.9,23.9,18.6,8.8,16.3,33.5,37.599999999999966,3.0,2025-12-20,2025-12-22,37.599999999999966,30.11000000000007,,1.2488,1.2488,0.787582,,,3-day rolling precipitation >= location-month 99th percentile,2025-12-20,2025-12-22,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_8fb6ed9ff884,Flood,inferred_flood_risk,inferred_candidate,pk_karachi,Karachi,Pakistan,2021-10-01,2021-10-02,2,38.699999999999996,34.8,28.5,26.2,42.9,64.8,60.099999999999994,3.0,2021-09-29,2021-10-01,60.099999999999994,47.76200000000016,,1.2583,1.2583,0.813725,,,3-day rolling precipitation >= location-month 99th percentile,2021-09-29,2021-10-01,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_80f95791dfd8,Flood,inferred_flood_risk,inferred_candidate,pk_karachi,Karachi,Pakistan,2021-12-27,2021-12-28,2,15.0,14.8,22.5,15.9,26.8,40.3,16.599999999999998,3.0,2021-12-26,2021-12-28,16.599999999999998,15.690000000000012,,1.058,1.058,0.375817,,,3-day rolling precipitation >= location-month 99th percentile,2021-12-26,2021-12-28,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_3ceb45354148,Flood,inferred_flood_risk,inferred_candidate,pk_karachi,Karachi,Pakistan,2022-01-06,2022-01-07,2,16.1,13.0,20.2,14.5,18.6,28.8,42.3,3.0,2022-01-04,2022-01-06,42.3,33.811999999999905,,1.251,1.251,0.794118,,,3-day rolling precipitation >= location-month 99th percentile,2022-01-04,2022-01-06,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_d5e5b7f4e6d9,Flood,inferred_flood_risk,inferred_candidate,pk_karachi,Karachi,Pakistan,2022-07-25,2022-07-26,2,65.2,62.1,29.2,25.9,23.6,35.6,227.5,3.0,2022-07-24,2022-07-26,227.5,192.00600000000048,,1.1849,1.1849,0.683007,,,3-day rolling precipitation >= location-month 99th percentile,2022-07-24,2022-07-26,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_1f8b654939d5,Flood,inferred_flood_risk,inferred_candidate,pk_karachi,Karachi,Pakistan,2022-08-12,2022-08-12,1,82.7,82.7,30.2,25.8,40.5,60.1,137.5,3.0,2022-08-10,2022-08-12,137.5,134.90800000000004,,1.0192,1.0192,0.196078,,,3-day rolling precipitation >= location-month 99th percentile,2022-08-10,2022-08-12,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_fc91491db9a1,Flood,inferred_flood_risk,inferred_candidate,pk_karachi,Karachi,Pakistan,2022-08-14,2022-08-14,1,43.0,43.0,30.8,25.2,25.9,38.9,146.9,3.0,2022-08-12,2022-08-14,146.9,134.90800000000004,,1.0889,1.0889,0.465686,,,3-day rolling precipitation >= location-month 99th percentile,2022-08-12,2022-08-14,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_7d8c3297bdd5,Flood,inferred_flood_risk,inferred_candidate,pk_karachi,Karachi,Pakistan,2023-04-29,2023-05-01,3,1.9,0.9,30.6,22.6,22.8,38.9,4.500000000000014,3.0,2023-04-27,2023-04-29,4.500000000000014,4.0570000000000075,,1.1092,1.1092,0.513072,,,3-day rolling precipitation >= location-month 99th percentile,2023-04-27,2023-04-29,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_9ac3441a141f,Flood,inferred_flood_risk,inferred_candidate,pk_karachi,Karachi,Pakistan,2023-05-31,2023-05-31,1,1.1,1.1,31.5,27.6,34.1,51.8,1.3000000000000143,3.0,2023-05-29,2023-05-31,1.3000000000000143,1.246000000000015,,1.0433,1.0433,0.315359,,,3-day rolling precipitation >= location-month 99th percentile,2023-05-29,2023-05-31,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_1f57062e1c23,Flood,inferred_flood_risk,inferred_candidate,pk_karachi,Karachi,Pakistan,2023-11-26,2023-11-28,3,3.8,3.8,27.8,16.3,33.2,50.4,3.8000000000000176,3.0,2023-11-24,2023-11-26,3.8000000000000176,3.8000000000000176,,1.0,1.0,0.042484,,,3-day rolling precipitation >= location-month 99th percentile,2023-11-24,2023-11-26,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_69f7ad69a127,Flood,inferred_flood_risk,inferred_candidate,pk_karachi,Karachi,Pakistan,2024-02-04,2024-02-05,2,1.2,1.2,26.5,17.5,25.2,40.7,4.400000000000018,3.0,2024-02-02,2024-02-04,4.400000000000018,3.9200000000000115,,1.1224,1.1224,0.552288,,,3-day rolling precipitation >= location-month 99th percentile,2024-02-02,2024-02-04,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
flood_5d51951d0bc4,Flood,inferred_flood_risk,inferred_candidate,pk_karachi,Karachi,Pakistan,2024-03-01,2024-03-03,3,7.4,7.4,25.0,11.1,33.5,51.8,7.400000000000018,3.0,2024-02-28,2024-03-01,7.400000000000018,7.400000000000018,,1.0,1.0,0.042484,,,3-day rolling precipitation >= location-month 99th percentile,2024-02-28,2024-03-01,data/processed/daily_weather.csv,True,Inferred flood-risk candidate based only on multi-day rainfall; not a confirmed flood.
