source_event_id,target_event_id,source_country,source_location,target_pakistani_location,event_type_mapping,lag_days,confidence,inference_status,evidence_type,method,caveat
heatwave_4b9fe66fd3f8,temperature_0c21229d581e,India,in_jaipur,pk_sukkur,Heatwave->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
heatwave_d6bd270b9baf,temperature_06f34ebd2445,India,in_jaipur,pk_sukkur,Heatwave->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
rainfall_ee11a488c233,rainfall_562f7c54fcae,India,in_jaipur,pk_sukkur,Rainfall->Rainfall,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
rainfall_ee11a488c233,storm_ec38b2fe088a,India,in_jaipur,pk_sukkur,Rainfall->Storm,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_054911102178,temperature_4ba7ef52872d,India,in_jaipur,pk_sukkur,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_17dd645f946a,temperature_7ffd9e812d5b,India,in_jaipur,pk_sukkur,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_1f43cd63728b,temperature_e433af3b3ae9,India,in_jaipur,pk_sukkur,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_706aef9902c7,temperature_c091cb751ff3,India,in_jaipur,pk_sukkur,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_73bcb56b7574,temperature_9fe49a798ab0,India,in_jaipur,pk_sukkur,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_875f63c96959,heatwave_4da0e88e42ed,India,in_jaipur,pk_sukkur,Temperature->Heatwave,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_8a94bd647ac0,temperature_9cc1bb1f8843,India,in_jaipur,pk_sukkur,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
wind_5dfb789ba0d7,wind_af7f856d0768,India,in_jaipur,pk_sukkur,Wind->Wind,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
wind_6ee876a59e41,wind_8dbebe6838b6,India,in_jaipur,pk_sukkur,Wind->Wind,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
drought_25e1e0099cd3,drought_6758c058b50b,India,in_new_delhi,pk_islamabad,Drought->Drought,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
flood_65eab54937af,flood_54b49f458e91,India,in_new_delhi,pk_islamabad,Flood->Flood,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
rainfall_33d4d820de9d,rainfall_1b11eaed791a,India,in_new_delhi,pk_islamabad,Rainfall->Rainfall,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
rainfall_83d24c9ad6c2,rainfall_38bedd41177b,India,in_new_delhi,pk_islamabad,Rainfall->Rainfall,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
rainfall_83d24c9ad6c2,storm_0d87b0340e8e,India,in_new_delhi,pk_islamabad,Rainfall->Storm,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_0fe766e0fbcb,temperature_fb01dc9c91bf,India,in_new_delhi,pk_islamabad,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_2edc5c8640a1,temperature_d857a0fd53f9,India,in_new_delhi,pk_islamabad,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_3913af1c203a,heatwave_1a53621855a6,India,in_new_delhi,pk_islamabad,Temperature->Heatwave,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_3b057349747d,heatwave_479ddff7d5cf,India,in_new_delhi,pk_islamabad,Temperature->Heatwave,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_3b057349747d,temperature_e73fda1fdf78,India,in_new_delhi,pk_islamabad,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_5804855f5231,temperature_8abc4114523b,India,in_new_delhi,pk_islamabad,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_608e3324c202,temperature_762818efa9f9,India,in_new_delhi,pk_islamabad,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_daf5e604cce8,temperature_30945829ae5b,India,in_new_delhi,pk_islamabad,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
rainfall_6bc1346d1b06,flood_5017aa7bf8cc,India,in_new_delhi,pk_lahore,Rainfall->Flood,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
rainfall_d56cb98c811e,flood_0cd184b49743,India,in_new_delhi,pk_lahore,Rainfall->Flood,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_17ae22d1205d,temperature_c5d39a03ab70,India,in_new_delhi,pk_lahore,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_2091488b1a54,temperature_0a9c0b8bdf15,India,in_new_delhi,pk_lahore,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_2edc5c8640a1,temperature_d5c613069407,India,in_new_delhi,pk_lahore,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_39edbd13e176,temperature_739f8dfdaf1e,India,in_new_delhi,pk_lahore,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_63af6f5b1df4,temperature_4023b16d7b47,India,in_new_delhi,pk_lahore,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_7bbae4b2f01c,temperature_097ce393409e,India,in_new_delhi,pk_lahore,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_a05ed3d8187b,heatwave_e4c65cf5bdae,India,in_new_delhi,pk_lahore,Temperature->Heatwave,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_b011c61cef25,temperature_1bf71043745d,India,in_new_delhi,pk_lahore,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_b9f7a2893b77,temperature_e8d7a3f62708,India,in_new_delhi,pk_lahore,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_e5f4d5fd7082,heatwave_36cf7a8ae594,India,in_new_delhi,pk_lahore,Temperature->Heatwave,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_e6659a508025,temperature_a4b9466ce4f7,India,in_new_delhi,pk_lahore,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_e76352c1d204,temperature_3ea1e1815541,India,in_new_delhi,pk_lahore,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
wind_89de21b27181,wind_bf34e19351e7,India,in_new_delhi,pk_lahore,Wind->Wind,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
wind_b62d908b0278,wind_617ec8d0159e,India,in_new_delhi,pk_lahore,Wind->Wind,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
wind_f14381562476,wind_8fcaa93850a3,India,in_new_delhi,pk_lahore,Wind->Wind,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
drought_25e1e0099cd3,drought_bbc6fdbae18a,India,in_new_delhi,pk_multan,Drought->Drought,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
heatwave_25bf41c6bd41,temperature_214e7f054a8a,India,in_new_delhi,pk_multan,Heatwave->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
heatwave_4c81984d2f59,temperature_bc01e6a887e5,India,in_new_delhi,pk_multan,Heatwave->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
heatwave_ff3717111994,temperature_e31db1bfc4c6,India,in_new_delhi,pk_multan,Heatwave->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_2f3e0bea2cf3,temperature_865e13f15fa1,India,in_new_delhi,pk_multan,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_3913af1c203a,heatwave_1980d1b60a6f,India,in_new_delhi,pk_multan,Temperature->Heatwave,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_39edbd13e176,temperature_bcea02397837,India,in_new_delhi,pk_multan,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_3b057349747d,heatwave_55a8b4a58a63,India,in_new_delhi,pk_multan,Temperature->Heatwave,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_52ecb7d3391a,temperature_821ab66ec65f,India,in_new_delhi,pk_multan,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_5804855f5231,temperature_df2f3fc43055,India,in_new_delhi,pk_multan,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
wind_00cac14ff915,storm_7a4f34a71bd4,India,in_new_delhi,pk_multan,Wind->Storm,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
wind_00cac14ff915,wind_17dc792e5b37,India,in_new_delhi,pk_multan,Wind->Wind,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
wind_0862efc10eb1,wind_b7f3d5e4d1c5,India,in_new_delhi,pk_multan,Wind->Wind,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
wind_a11f128b2938,wind_2cc4fd9a0b59,India,in_new_delhi,pk_multan,Wind->Wind,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
wind_a62819e1bc21,wind_096afdd30da8,India,in_new_delhi,pk_multan,Wind->Wind,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
drought_8125230c069f,drought_a0a55840fd5c,India,in_new_delhi,pk_sukkur,Drought->Drought,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
heatwave_0beb2b4369b5,temperature_23a34b908262,India,in_new_delhi,pk_sukkur,Heatwave->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
heatwave_64dfda4317bf,temperature_3ac8f2331a1e,India,in_new_delhi,pk_sukkur,Heatwave->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
heatwave_7fef79ef4f9f,temperature_a1eebb210f7a,India,in_new_delhi,pk_sukkur,Heatwave->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_1f152f35aa46,temperature_5f90f95dca96,India,in_new_delhi,pk_sukkur,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_3b057349747d,temperature_1e17286b87dc,India,in_new_delhi,pk_sukkur,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_419052553ee6,temperature_9818346fbd66,India,in_new_delhi,pk_sukkur,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_608e3324c202,temperature_9115929a1e24,India,in_new_delhi,pk_sukkur,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
wind_0c82138a5aa3,wind_19a630fd3ec0,India,in_new_delhi,pk_sukkur,Wind->Wind,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
wind_3d20ae887e9c,wind_330dae530af4,India,in_new_delhi,pk_sukkur,Wind->Wind,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
wind_7f44d8205196,wind_457333c262d4,India,in_new_delhi,pk_sukkur,Wind->Wind,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
flood_faffd43a23a0,flood_159d8db9d7dc,India,in_srinagar,pk_gilgit,Flood->Flood,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
rainfall_05a5801dc86a,rainfall_78d65b5c0499,India,in_srinagar,pk_gilgit,Rainfall->Rainfall,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
rainfall_19f84acb0280,rainfall_56b08b2ba1f1,India,in_srinagar,pk_gilgit,Rainfall->Rainfall,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
rainfall_3b7ad45336bf,rainfall_3d1c179e3647,India,in_srinagar,pk_gilgit,Rainfall->Rainfall,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
rainfall_3b7ad45336bf,storm_1c2ca2796551,India,in_srinagar,pk_gilgit,Rainfall->Storm,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
rainfall_6a0093482634,rainfall_863b88b08aa0,India,in_srinagar,pk_gilgit,Rainfall->Rainfall,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
rainfall_a3d0b2e09231,rainfall_422bb60e53f6,India,in_srinagar,pk_gilgit,Rainfall->Rainfall,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
rainfall_bdfc0bdf4cbc,rainfall_7ce5874d68b7,India,in_srinagar,pk_gilgit,Rainfall->Rainfall,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
rainfall_e5b16320e6ce,rainfall_4918b77c2b76,India,in_srinagar,pk_gilgit,Rainfall->Rainfall,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_1e95ba528180,temperature_daab1e53d603,India,in_srinagar,pk_gilgit,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_26a7b6e5a9bb,temperature_050173abd865,India,in_srinagar,pk_gilgit,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_2c741a066256,temperature_91d754df807b,India,in_srinagar,pk_gilgit,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_38ac8aa2ddb1,temperature_9e7826488bb4,India,in_srinagar,pk_gilgit,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_3e9841c2ebe6,temperature_1944822cdd7c,India,in_srinagar,pk_gilgit,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_5901a8a93c80,temperature_e4cac6682bc9,India,in_srinagar,pk_gilgit,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_709fbeeb83f1,temperature_82e8ea53efbb,India,in_srinagar,pk_gilgit,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_a0f5e6585508,temperature_f4e7210cc46f,India,in_srinagar,pk_gilgit,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_aaac3e85f7b8,temperature_468e355554b2,India,in_srinagar,pk_gilgit,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_abb7a11ca437,temperature_4d3d4433281f,India,in_srinagar,pk_gilgit,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
temperature_de7ae21fa669,temperature_79d0e351cb71,India,in_srinagar,pk_gilgit,Temperature->Temperature,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
wind_621352d1d788,storm_0505ecc948bc,India,in_srinagar,pk_gilgit,Wind->Storm,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
wind_7f0ab3459df0,wind_678bc0fc3de4,India,in_srinagar,pk_gilgit,Wind->Wind,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
wind_d8d3d7c61e7b,wind_1b0461fcec46,India,in_srinagar,pk_gilgit,Wind->Wind,1,0.5,candidate_precursor,corridor_temporal_candidate,conservative corridor-based neighbouring-country precursor candidate to Pakistan event,"This UPSTREAM_OF relationship is a temporal/geographic candidate association, not proven causation or a weather forecast."
